questions,keys,datadic
"Self-worth tied to weight, Present",KSADS_329,Diagnosis_KSADS
"Inappropriate compensatory behaviors to prevent weight gain, Present",KSADS_330,Diagnosis_KSADS
"Compensatory behaviors occur at least 1x/week for 3 months, Present",KSADS_331,Diagnosis_KSADS
"Binge eating occur at least 1x/week for 3 months, Present",KSADS_332,Diagnosis_KSADS
"CharacteristicsofBinge Eating, Present",KSADS_333,Diagnosis_KSADS
"Binge-eating associated with 3 or more associated symptoms, Past",KSADS_334,Diagnosis_KSADS
"Distress associated with binge eating, Present",KSADS_335,Diagnosis_KSADS
"Self-worth tied to weight, Past",KSADS_336,Diagnosis_KSADS
"Inappropriate compensatory behaviors to prevent weight gain, Past",KSADS_337,Diagnosis_KSADS
"Compensatory behaviors occurred at least 1x/week for 3 months, Past",KSADS_338,Diagnosis_KSADS
"Binge eating occur at least 1x/week for 3 months, Past",KSADS_339,Diagnosis_KSADS
"Distress associated with binge eating, Past",KSADS_340,Diagnosis_KSADS
Attention-Deficit/Hyperactivity Disorder Present,KSADS_341,Diagnosis_KSADS
Attention-Deficit/Hyperactivity Disorder Past,KSADS_342,Diagnosis_KSADS
"Attention-Deficit/Hyperactivity Disorder, IN PARTIAL REMISSION",KSADS_343,Diagnosis_KSADS
Unspecified Attention-Deficit/Hyperactivity Disorder (F90.9),KSADS_344,Diagnosis_KSADS
"Often makes careless mistakes, Present",KSADS_345,Diagnosis_KSADS
"Often doesn't seem to listen when spoken to,",KSADS_346,Diagnosis_KSADS
"Difficulty following Instructions, Present",KSADS_347,Diagnosis_KSADS
"Difficulty organizing tasks, Present",KSADS_348,Diagnosis_KSADS
"Avoids tasks requiring attention, Present",KSADS_349,Diagnosis_KSADS
"Often loses things, Present",KSADS_350,Diagnosis_KSADS
"Forgetful in daily activities, Present",KSADS_351,Diagnosis_KSADS
"Fidgets, Present",KSADS_352,Diagnosis_KSADS
"Runs or climbs excessively, Present",KSADS_353,Diagnosis_KSADS
"Acts like driven by a motor, Present",KSADS_354,Diagnosis_KSADS
"Difficulty playing quietly, Present",KSADS_355,Diagnosis_KSADS
"Blurts out answers, Present",KSADS_356,Diagnosis_KSADS
"Difficulty waiting turn, Present",KSADS_357,Diagnosis_KSADS
"Often Interrupts or intrudes on others, Present",KSADS_358,Diagnosis_KSADS
"Often talks excessively, Present",KSADS_359,Diagnosis_KSADS
"Symptoms interfere with social, academic or occupational functioning, Present",KSADS_360,Diagnosis_KSADS
"Often makes careless mistakes, Past",KSADS_361,Diagnosis_KSADS
Often doesn't seem to listen when spoken ,KSADS_362,Diagnosis_KSADS
"Difficulty following Instructions, Past",KSADS_363,Diagnosis_KSADS
"Difficulty organizing tasks, Past",KSADS_364,Diagnosis_KSADS
"Avoids tasks requiring attention, Past",KSADS_365,Diagnosis_KSADS
"Often loses things, Past",KSADS_366,Diagnosis_KSADS
"Forgetful in daily activities, Past",KSADS_367,Diagnosis_KSADS
"Fidgets, Past",KSADS_368,Diagnosis_KSADS
"Runs or climbs excessively, Past",KSADS_369,Diagnosis_KSADS
"Acts like driven by a motor, Past",KSADS_370,Diagnosis_KSADS
"Difficulty playing quietly, Past",KSADS_371,Diagnosis_KSADS
"Blurts out answers, Past",KSADS_372,Diagnosis_KSADS
"Difficulty waiting turn, Past",KSADS_373,Diagnosis_KSADS
"Often Interrupts or intrudes on others, Past",KSADS_374,Diagnosis_KSADS
"Often talks excessively, Past",KSADS_375,Diagnosis_KSADS
"Symptoms interfere with social, academic or occupational functioning, Past",KSADS_376,Diagnosis_KSADS
"Several symptoms present prior to age 12 years, Present",KSADS_377,Diagnosis_KSADS
"Several symptoms present prior to age 12 years, Past",KSADS_378,Diagnosis_KSADS
"Difficulty sustaining attention, Present",KSADS_379,Diagnosis_KSADS
"Difficulty sustaining attention since elementary school, Present",KSADS_380,Diagnosis_KSADS
"Difficulty sustaining attention, Past",KSADS_381,Diagnosis_KSADS
"Difficulty sustaining attention for more than one school year, Past",KSADS_382,Diagnosis_KSADS
"Easily distracted, Present",KSADS_383,Diagnosis_KSADS
"Easily distracted since elementary school, Present",KSADS_384,Diagnosis_KSADS
"Easily distracted, Past",KSADS_385,Diagnosis_KSADS
"Easily distracted for more than one school year, Past",KSADS_386,Diagnosis_KSADS
"Difficulty remaining seated, Present",KSADS_387,Diagnosis_KSADS
"Difficulty remaining seated since elementary school, 'Pres",KSADS_388,Diagnosis_KSADS
"Difficulty remaining seated, Past",KSADS_389,Diagnosis_KSADS
"Difficulty remaining seated for more than one school year, Past",KSADS_390,Diagnosis_KSADS
"Impulsivity, Present",KSADS_391,Diagnosis_KSADS
"Impulsivity, Past",KSADS_392,Diagnosis_KSADS
"Impulsivity for more than one school year, Past",KSADS_393,Diagnosis_KSADS
"Oppositional Defiant Disorder, Present F91.3",KSADS_394,Diagnosis_KSADS
"Oppositional Defiant Disorder, Past F91.3",KSADS_395,Diagnosis_KSADS
"Alcohol Use, Past",KSADS_396,Diagnosis_KSADS
"Often touchy or easily annoyed, Present",KSADS_397,Diagnosis_KSADS
"Often angry or resentful, Present",KSADS_398,Diagnosis_KSADS
"Spiteful or vindictive, Present",KSADS_399,Diagnosis_KSADS
"Often deliberatively annoys people, Present",KSADS_400,Diagnosis_KSADS
"Often blames others for own mistakes, Present",KSADS_401,Diagnosis_KSADS
"Causes problems in functioning or distress in self or others, Present",KSADS_402,Diagnosis_KSADS
"Duration of at least 6 months, Present",KSADS_403,Diagnosis_KSADS
"Often touchy or easily annoyed, Past",KSADS_404,Diagnosis_KSADS
"Often angry or resentful, Past",KSADS_405,Diagnosis_KSADS
"Spiteful or vindictive, Past",KSADS_406,Diagnosis_KSADS
"Often deliberatively annoys people, Past",KSADS_407,Diagnosis_KSADS
"Often blames others for own mistakes, Past",KSADS_408,Diagnosis_KSADS
"Causes problems in functioning or distress in self or others, Past",KSADS_409,Diagnosis_KSADS
"Duration of at least 6 months, Past",KSADS_410,Diagnosis_KSADS
"ODD Six month free, Past",KSADS_411,Diagnosis_KSADS
"Often loses temper, Present",KSADS_412,Diagnosis_KSADS
"Often loses temper, Past",KSADS_413,Diagnosis_KSADS
"Often argues with adults/authority, Present",KSADS_414,Diagnosis_KSADS
"Often argues with adults/authority, Past",KSADS_415,Diagnosis_KSADS
"Often disobeys rules/requests, Present",KSADS_416,Diagnosis_KSADS
"Often disobeys rules/requests, Past",KSADS_417,Diagnosis_KSADS
"Duration (at least 6 months) ODD, Past",KSADS_418,Diagnosis_KSADS
"Conduct Disorder, present childhood onset (F91.1)",KSADS_419,Diagnosis_KSADS
"Conduct Disorder, present adolescent onset (F91.2)",KSADS_420,Diagnosis_KSADS
"Conduct Disorder, past, childhood onset (F91.1)",KSADS_421,Diagnosis_KSADS
"Conduct Disorder, past, adolescent onset (F91.2)",KSADS_422,Diagnosis_KSADS
"Vandalism, Present",KSADS_423,Diagnosis_KSADS
"Vandalism, Past",KSADS_424,Diagnosis_KSADS
"Breaking and entering, Present",KSADS_425,Diagnosis_KSADS
"Breaking and entering, Past",KSADS_426,Diagnosis_KSADS
"Stealing while confronting victim, Present",KSADS_427,Diagnosis_KSADS
"Stealing while confronting victim, Past",KSADS_428,Diagnosis_KSADS
"Fire setting, Present",KSADS_429,Diagnosis_KSADS
"Fire setting, Past",KSADS_430,Diagnosis_KSADS
"Stays out late at night despite parental prohibition, Present",KSADS_431,Diagnosis_KSADS
"Stays out late at night despite parental prohibition, 'P",KSADS_432,Diagnosis_KSADS
"Ran away overnight, Present",KSADS_433,Diagnosis_KSADS
"Ran away overnight, Past",KSADS_434,Diagnosis_KSADS
"Use of a weapon that can cause serious harm, Present",KSADS_435,Diagnosis_KSADS
"Use of a weapon that can cause serious harm, Past",KSADS_436,Diagnosis_KSADS
"Has been physically cruel to people, Present",KSADS_437,Diagnosis_KSADS
"Has been physically cruel to people, Past",KSADS_438,Diagnosis_KSADS
"Forced someone into sexual activity, Present",KSADS_439,Diagnosis_KSADS
"Forced someone into sexual activity, Past",KSADS_440,Diagnosis_KSADS
"Has been physically cruel to animals, Present",KSADS_441,Diagnosis_KSADS
"Has been physically cruel to animals, Past",KSADS_442,Diagnosis_KSADS
"Often Lies, Present",KSADS_443,Diagnosis_KSADS
"Often Lies, Past",KSADS_444,Diagnosis_KSADS
"Truancy, Present",KSADS_445,Diagnosis_KSADS
"Truancy, Past",KSADS_446,Diagnosis_KSADS
"Often initiates physical fights, Present",KSADS_447,Diagnosis_KSADS
"Often initiates physical fights, Past",KSADS_448,Diagnosis_KSADS
"Often bullies others, Present",KSADS_449,Diagnosis_KSADS
"Often bullies others, Past",KSADS_450,Diagnosis_KSADS
"Stealing, Present",KSADS_451,Diagnosis_KSADS
"Stealing, Past",KSADS_452,Diagnosis_KSADS
"Unspecified Tic Disorder, present '(F",KSADS_453,Diagnosis_KSADS
"Unspecified Tic Disorder, past (F95.9)",KSADS_454,Diagnosis_KSADS
"Motor Tics, Present",KSADS_455,Diagnosis_KSADS
"Motor Tics, Past",KSADS_456,Diagnosis_KSADS
"Phonic Tics, Present",KSADS_457,Diagnosis_KSADS
"Phonic Tics, Past",KSADS_458,Diagnosis_KSADS
"Other Specified Neurodevelopmental Disorder, Autism Spectrum Disorder, full criteria not assessed (F88.0)",KSADS_459,Diagnosis_KSADS
"Unusual body movements, Present",KSADS_460,Diagnosis_KSADS
"Unusual body movements, Past'",KSADS_461,Diagnosis_KSADS
"Strict Routines, Present",KSADS_462,Diagnosis_KSADS
"Strict Routines, Past",KSADS_463,Diagnosis_KSADS
"Poor Eye Contact, Present",KSADS_464,Diagnosis_KSADS
"Poor Eye Contact, Past",KSADS_465,Diagnosis_KSADS
"Unspecified Alcohol-Related Disorder, present (F10.99)",KSADS_466,Diagnosis_KSADS
"Unspecified Alcohol-Related Disorder, past (F10.99)",KSADS_467,Diagnosis_KSADS
Alcohol Use Disorder Present,KSADS_468,Diagnosis_KSADS
Alcohol Use Disorder Past,KSADS_469,Diagnosis_KSADS
"Often has three or more drinks a day, Present",KSADS_470,Diagnosis_KSADS
"Often has three or more drinks a day, Past'",KSADS_471,Diagnosis_KSADS
"Negative impact interpersonal problems, alcohol, Present",KSADS_472,Diagnosis_KSADS
"Negative impact interpersonal problems, alcohol, Past",KSADS_473,Diagnosis_KSADS
"Frequency of drinks, Past",KSADS_474,Diagnosis_KSADS
"Drinks More than Planned, Present",KSADS_475,Diagnosis_KSADS
"Often drinks more than planned, Past",KSADS_476,Diagnosis_KSADS
"Failure to fulfill major role responsibilities due to alcohol use, Present",KSADS_477,Diagnosis_KSADS
"Failure to fulfill major role responsibilities due to alcohol use, Past",KSADS_478,Diagnosis_KSADS
"Recurrent alcohol use in situations that are physically hazardous, Present",KSADS_479,Diagnosis_KSADS
"Use of alcohol/intoxicated while driving, Present",KSADS_480,Diagnosis_KSADS
"Recurrent alcohol use in situations that are physically hazardous, Past",KSADS_481,Diagnosis_KSADS
"Use of alcohol/intoxicated while driving, Past",KSADS_482,Diagnosis_KSADS
"Recurrent physical problems due to alcohol, Present",KSADS_483,Diagnosis_KSADS
"Recurrent physical problems due to alcohol, Past",KSADS_484,Diagnosis_KSADS
"Recurrent psychological problems due to alcohol, Present",KSADS_485,Diagnosis_KSADS
"Recurrent psychological problems due to alcohol, Past",KSADS_486,Diagnosis_KSADS
"Craving, or a strong desire to use alcohol, Present",KSADS_487,Diagnosis_KSADS
"Craving, or a strong desire to use alcohol, Past",KSADS_488,Diagnosis_KSADS
"Important activities given up or reduced due to alcohol, Present",KSADS_489,Diagnosis_KSADS
"Important activities given up or reduced due to alcohol, Past",KSADS_490,Diagnosis_KSADS
"Persistent desire to reduce alcohol use, Present",KSADS_491,Diagnosis_KSADS
"Unsuccessful efforts to reduce alcohol use, Present",KSADS_492,Diagnosis_KSADS
"Alcohol Withdrawal, Present",KSADS_493,Diagnosis_KSADS
"Alcohol Tolerance, Present",KSADS_494,Diagnosis_KSADS
"Great deal of time obtaining, using or recovering from alcohol, Present",KSADS_495,Diagnosis_KSADS
"Persistent desire to reduce alcohol use, Past",KSADS_496,Diagnosis_KSADS
"Unsuccessful efforts to reduce alcohol use, Past",KSADS_497,Diagnosis_KSADS
"Alcohol Withdrawal, Past",KSADS_498,Diagnosis_KSADS
"Alcohol Tolerance, Past",KSADS_499,Diagnosis_KSADS
"Great deal of time obtaining, using or recovering from alcohol, Past",KSADS_500,Diagnosis_KSADS
"Alcohol Abstinence, Present",KSADS_501,Diagnosis_KSADS
"Unspecified Substance Related Disorder, Present (F10.99)",KSADS_502,Diagnosis_KSADS
"Unspecified Substance Related Disorder, Past (F10.99)",KSADS_503,Diagnosis_KSADS
Cannabis Use Disorder Present,KSADS_504,Diagnosis_KSADS
Stimulant Use Disorder Present: 'Amphetamine-type subs,KSADS_505,Diagnosis_KSADS
"Sedative, Hypnotic or Anxiolytic Use Disorder Present",KSADS_506,Diagnosis_KSADS
Stimulant Use Disorder Present: Cocaine,KSADS_507,Diagnosis_KSADS
Opiod Use Disorder Present,KSADS_508,Diagnosis_KSADS
Other Hallucinagen Use Disorder Present,KSADS_509,Diagnosis_KSADS
Phencycllidine (PCP) Use Disorder Present,KSADS_510,Diagnosis_KSADS
Inhalant Use Disorder Present,KSADS_511,Diagnosis_KSADS
Other Drugs Use Disorder Present,KSADS_512,Diagnosis_KSADS
Cannabis Use Disorder Past,KSADS_513,Diagnosis_KSADS
Stimulant Use Disorder Past: 'Amphetamine-type subs,KSADS_514,Diagnosis_KSADS
"Sedative, Hypnotic or Anxiolytic Use Disorder Past",KSADS_515,Diagnosis_KSADS
Stimulant Use Disorder Past: Cocaine,KSADS_516,Diagnosis_KSADS
Opiod Use Disorder Past,KSADS_517,Diagnosis_KSADS
Other Hallucinagen Use Disorder Past,KSADS_518,Diagnosis_KSADS
Phencycllidine (PCP) Use Disorder Past,KSADS_519,Diagnosis_KSADS
Inhalant Use Disorder Past,KSADS_520,Diagnosis_KSADS
Other Drugs Use Disorder Past,KSADS_521,Diagnosis_KSADS
Substance Use Disorder CURRENT,KSADS_522,Diagnosis_KSADS
Substance Use Disorder PAST,KSADS_523,Diagnosis_KSADS
"Often used more of substance than planned, Present",KSADS_524,Diagnosis_KSADS
"Often used more of substance than planned, Past",KSADS_525,Diagnosis_KSADS
"Failure to fulfill major role responsibilities due to substance use, Present",KSADS_526,Diagnosis_KSADS
"Failure to fulfill major role responsibilities due to substance use, Past",KSADS_527,Diagnosis_KSADS
"Substance use in physically dangerous situations, Present",KSADS_528,Diagnosis_KSADS
"Use of substance/intoxicated while driving, Present",KSADS_529,Diagnosis_KSADS
"Substance use in physically dangerous situations, Past",KSADS_530,Diagnosis_KSADS
"Use of substance/intoxicated while driving, Past",KSADS_531,Diagnosis_KSADS
"Physical problems due to substance use, Present",KSADS_532,Diagnosis_KSADS
"Physical problems due to substance use, Past",KSADS_533,Diagnosis_KSADS
"Psychological problems due to substance use, Present",KSADS_534,Diagnosis_KSADS
"Psychological problems due to substance use, Past",KSADS_535,Diagnosis_KSADS
"Craving, or strong desire to use substance, Present",KSADS_536,Diagnosis_KSADS
"Craving, or strong desire to use substance, Past",KSADS_537,Diagnosis_KSADS
"Important activities given up or reduced due to substance use, Present",KSADS_538,Diagnosis_KSADS
"Important activities given up or reduced due to substance use, Past",KSADS_539,Diagnosis_KSADS
"Persistent desire to reduce substance use, Present",KSADS_540,Diagnosis_KSADS
"Unsuccessful efforts to reduce substance use, Present",KSADS_541,Diagnosis_KSADS
"Substance Withdrawal, Present",KSADS_542,Diagnosis_KSADS
"Substance Tolerance, Present",KSADS_543,Diagnosis_KSADS
"Great deal of time obtaining, using or recovering from substance use, Present",KSADS_544,Diagnosis_KSADS
"Persistent desire to reduce substance use, Past",KSADS_545,Diagnosis_KSADS
"Unsuccessful efforts to reduce substance use, Past",KSADS_546,Diagnosis_KSADS
"Substance Withdrawal, Past",KSADS_547,Diagnosis_KSADS
"Substance Tolerance, Past",KSADS_548,Diagnosis_KSADS
"Great deal of time obtaining, using or recovering from substance use, Past",KSADS_549,Diagnosis_KSADS
"Substance Use Abstinence, Present",KSADS_550,Diagnosis_KSADS
"Negative impact role obligations, miss work, drug use (Cannabis), Present",KSADS_551,Diagnosis_KSADS
"Failure to fulfill major role responsibilities due to substance use (Cannabis), Present",KSADS_552,Diagnosis_KSADS
"Negative impact interpersonal problems, drug use (Cannabis), Present",KSADS_553,Diagnosis_KSADS
"Often used more of substance than planned (Cannabis), Present",KSADS_554,Diagnosis_KSADS
"Use of substance/intoxicated while driving (Cannabis), Present",KSADS_555,Diagnosis_KSADS
"Substance use in physically dangerous situations (Cannabis), Present",KSADS_556,Diagnosis_KSADS
"Physical problems due to substance use (Cannabis), Present",KSADS_557,Diagnosis_KSADS
"Psychological problems due to substance use(Cannabis), Present",KSADS_558,Diagnosis_KSADS
"Craving, or strong desire to use substance (Cannabis), Present",KSADS_559,Diagnosis_KSADS
"Important activities given up or reduced due to substance use (Cannabis), Present",KSADS_560,Diagnosis_KSADS
"Persistent desire to reduce substance use (Cannabis), Present",KSADS_561,Diagnosis_KSADS
"Unsuccessful efforts to reduce substance use (Cannabis), Present",KSADS_562,Diagnosis_KSADS
"Substance Withdrawal (Cannabis), Present",KSADS_563,Diagnosis_KSADS
"Substance Tolerance (Cannabis), Present",KSADS_564,Diagnosis_KSADS
"Great deal of time obtaining, using or recovering from substance use (Cannabis), Present",KSADS_565,Diagnosis_KSADS
"Negative impact role obligations, miss work, drug use (Stimulants), Present",KSADS_566,Diagnosis_KSADS
"Failure to fulfill major role responsibilities due to substance use (Stimulants), Present",KSADS_567,Diagnosis_KSADS
"Negative impact interpersonal problems, drug use (Stimulants), Present",KSADS_568,Diagnosis_KSADS
"Often used more of substance than planned (Stimulants), Present",KSADS_569,Diagnosis_KSADS
"Use of substance/intoxicated while driving (Stimulants), Present",KSADS_570,Diagnosis_KSADS
"Substance use in physically dangerous situations (Stimulants), Present",KSADS_571,Diagnosis_KSADS
"Physical problems due to substance use (Stimulants), Present",KSADS_572,Diagnosis_KSADS
"Psychological problems due to substance use (Stimulants), Present",KSADS_573,Diagnosis_KSADS
"Craving, or strong desire to use substance (Stimulants), Present",KSADS_574,Diagnosis_KSADS
"Important activities given up or reduced due to substance use (Stimulants), Present",KSADS_575,Diagnosis_KSADS
"Persistent desire to reduce substance use (Stimulants), Present",KSADS_576,Diagnosis_KSADS
"Unsuccessful efforts to reduce substance use (Stimulants), Present",KSADS_577,Diagnosis_KSADS
"Substance Withdrawal (Stimulants), Present",KSADS_578,Diagnosis_KSADS
"Substance Tolerance (Stimulants), Present",KSADS_579,Diagnosis_KSADS
"Great deal of time obtaining, using or recovering from substance use (Stimulants), Present",KSADS_580,Diagnosis_KSADS
"Negative impact role obligations, miss work, drug use (Sedatives), Present",KSADS_581,Diagnosis_KSADS
"Failure to fulfill major role responsibilities due to substance use (Sedatives), Present",KSADS_582,Diagnosis_KSADS
